cluster_name,claude_pct,api_pct,difference
"advise students on academic and vocational curricula, and on career issues.",0.0263350523694289,0.0026465164433359,0.023688535926092998
"advise students on academic and vocational curricula, career issues, and laboratory and field research.",0.0192847233886369,0.001693770523735,0.0175909528649019
"align, adjust, or calibrate equipment according to specifications.",0.0065319224380867,0.0020113524969353,0.0045205699411514
analyze all aspects of corporate logistics to determine the most cost-effective or efficient means of transporting products or supplies.,0.0059098345868403,0.0131267215589463,-0.0072168869721059995
analyze and classify risks and investments to determine their potential impacts on companies.,0.0073613729064151,0.034510574421101,-0.027149201514685896
analyze and evaluate patient data or test findings to diagnose nature or extent of mental disorder.,0.0031104392562317,0.0017996311814684,0.0013108080747632998
analyze and evaluate robotic systems or prototypes.,0.0020736261708211,0.0032816803897365,-0.0012080542189153998
"analyze and evaluate security operations to identify risks or opportunities for improvement through auditing, review, or assessment.",0.0454124131409837,0.199123897196598,-0.1537114840556143
"analyze and interpret patient, nursing, or information systems data to improve nursing services.",0.001762582245198,0.0039168443361372,-0.0021542620909391994
"analyze and interpret patients' histories, symptoms, physical findings, or diagnostic information to develop appropriate diagnoses.",0.0677038944773114,0.0493310665037824,0.018372827973529002
"analyze and interpret results from tests such as microbial or parasite tests, urine analyses, hormonal assays, fine needle aspirations (fnas), and polymerase chain reactions (pcrs).",0.015966921515323,0.1106243873314433,-0.09465746581612029
"analyze and record test data to issue reports that use charts, graphs, or narratives.",0.0400209850968487,0.2640164803871959,-0.22399549529034718
analyze and report computer network security breaches or attempted breaches.,0.0217730747936223,0.0718793866010048,-0.05010631180738251
"analyze applicants' financial status, credit, and property evaluations to determine feasibility of granting loans.",0.0020736261708211,0.0020113524969353,6.22736738858003e-05
analyze available data and consult with other scientists to determine parameters of experimentation and suitability of analytical models.,0.0076724168320383,0.0143970494517476,-0.0067246326197093
"analyze business operations, trends, costs, revenues, financial commitments, and obligations to project future revenues and expenses or to provide advice.",0.0294454916256607,0.0155615166868154,0.0138839749388453
analyze characteristics of animals to identify and classify them.,0.1344746571777533,0.183668241167516,-0.0491935839897627
analyze clinical data using appropriate statistical tools.,0.0023846700964443,0.0015879098660015,0.0007967602304427997
"analyze competitive market strategies through analysis of related product, market, or share trends.",0.0149301084299124,0.0101626231424101,0.0047674852875023
"analyze complex systems to determine potential for further development, production, interoperability, compatibility, or usefulness in a particular area, such as aviation.",0.0198031299313422,0.0118563936661451,0.0079467362651971
"analyze computer and information technologies to determine applicability to nursing practice, education, administration and research.",0.0022809887879032,0.002434795127869,-0.00015380633996580012
"analyze corporate intelligence data to identify trends, patterns, or warnings indicating threats to security of people, assets, information, or infrastructure.",0.021254668250917,0.0547299600481877,-0.0334752917972707
analyze credit data and financial statements to determine the degree of risk involved in extending credit or lending money.,0.0025920327135264,0.00677508209494,-0.0041830493814136
"analyze data from surveys, old records, or case studies, using statistical software.",0.0132712074932555,0.0500720911079164,-0.0368008836146609
"analyze data such as interview notes, test results, and reference manuals to identify symptoms and to diagnose the nature of clients' problems.",0.0277865906890037,0.0083629919609416,0.0194235987280621
analyze data to determine answers to questions from customers or members of the public.,0.0078797794491204,0.0961214772219622,-0.0882416977728418
analyze data to determine feasibility of product proposals.,0.0121307130993038,0.0169377052373501,-0.004806992138046298
analyze data to determine the effectiveness of treatments or therapy approaches.,0.0022809887879032,0.0035992623629369,-0.0013182735750337
"analyze determinants responsible for specific inherited traits, and devise methods for altering traits or producing new traits.",0.003628845798937,0.0027523771010694,0.0008764686978675997
analyze developments in specific field to determine need for revisions in previously published materials and development of new material.,0.0272681841462984,0.0316523366622981,-0.0043841525159997
"analyze electronics system requirements, capacity, cost, or customer needs to determine project feasibility.",0.0095386803857774,0.0026465164433359,0.0068921639424415005
analyze equipment performance records to assess equipment functioning.,0.005287746735594,0.005081311571205,0.00020643516438900028
"analyze expenditures and other financial information to develop plans, policies, or budgets for increasing profits or improving services.",0.010679174779729,0.0046578689402713,0.0060213058394577
analyze experimental data and interpret results to write reports and summaries of findings.,0.1315715805386036,0.2145795532256801,-0.08300797268707649
"analyze financial data to detect irregularities in areas such as billing trends, financial relationships, and regulatory compliance procedures.",0.001762582245198,0.0040227049938706,-0.0022601227486725994
analyze financial information obtained from clients to determine strategies for meeting clients' financial objectives.,0.0973567487200542,0.0381098367840379,0.059246911936016305
analyze financial or operational performance of companies facing financial difficulties to identify or recommend remedies.,0.0048730215014297,0.0061399181485394,-0.0012668966471097
"analyze geographic information systems (gis) data to identify spatial relationships or display results of analyses, using maps, graphs, or tabular data.",0.0021773074793622,0.0057164755176056,-0.0035391680382434003
analyze information gathered by investigation and report findings and recommendations.,0.0027993953306085,0.0023289344701356,0.00047046086047289977
analyze information obtained from management to conceptualize and define operational problems.,0.0739247729897749,0.0913577476239575,-0.0174329746341826
"analyze information processing or computation needs and plan and design computer systems, using techniques such as structured analysis, data modeling and information engineering.",0.0840855412267987,0.0363102056025694,0.0477753356242293
"analyze information to determine, recommend, and plan computer specifications and layouts, and peripheral equipment modifications.",0.0986009244225469,0.0332402465282997,0.06536067789424721
"analyze information to determine, recommend, and plan installation of a new system or modification of an existing system.",0.0312080738708587,0.0165142626064164,0.014693811264442299
"analyze information to determine, recommend, and plan layout, including type of computers and peripheral equipment modifications.",0.1175746038855607,0.056000287940989,0.061574315944571696
analyze laboratory findings to check the accuracy of the results.,0.0099534056199416,0.0269944677220268,-0.0170410621020852
"analyze large molecular datasets such as raw microarray data, genomic sequence data, and proteomics data for clinical or basic research purposes.",0.0399173037883076,0.0406504925696404,-0.0007331887813327997
analyze market conditions to determine optimum times to execute securities transactions.,0.0220841187192455,0.0899815590734228,-0.0678974403541773
"analyze network data to determine network usage, disk space availability, or server function.",0.0049767028099708,0.007727828014541,-0.0027511252045702003
"analyze operations to evaluate performance of a company or its staff in meeting objectives or to determine areas of potential cost reduction, program improvement, or policy change.",0.1776060815308338,0.185362011691251,-0.0077559301604172015
"analyze or interpret logistics data involving customer service, forecasting, procurement, manufacturing, inventory, transportation, or warehousing.",0.0043546149587244,0.0515541403161846,-0.0471995253574602
"analyze or manipulate bioinformatics data using software packages, statistical applications, or data mining techniques.",0.0041472523416423,0.00338754104747,0.0007597112941723
analyze or synthesize client data to draw conclusions or make recommendations for therapy.,0.0108865373968111,0.0075161066990741,0.003370430697737
"analyze organic or inorganic compounds to determine chemical or physical properties, composition, structure, relationships, or reactions, using chromatography, spectroscopy, or spectrophotometry techniques.",0.2551597003195457,0.164613322775497,0.0905463775440487
"analyze organizational, occupational, and industrial data to facilitate organizational functions and provide technical information to business, industry, and government.",0.1014003197531555,0.599277183428996,-0.49787686367584055
analyze patrons' hair and other physical features to determine and recommend beauty treatment or suggest hair styles.,0.0205288990911296,0.0043402869670709,0.0161886121240587
analyze patrons' requests to determine needed information and assist in furnishing or locating that information.,0.0532921925901042,0.0083629919609416,0.0449292006291626
"analyze performance data to determine effectiveness of instructional systems, courses, or instructional materials.",0.0067392850551688,0.0130208609012129,-0.0062815758460440995
analyze physical findings and medical histories to make diagnoses according to oriental medicine traditions.,0.003525164490396,0.0026465164433359,0.0008786480470601003
analyze potential loan markets to find opportunities to promote loans and financial services.,0.0090202738430721,0.0051871722289384,0.0038331016141337007
"analyze price proposals, financial reports, and other data and information to determine reasonable prices.",0.007154010289333,0.0038109836784037,0.0033430266109293
analyze problems to develop solutions involving computer hardware and software.,0.0205288990911296,0.0096333198537429,0.0108955792373867
"analyze records, reports, test results, or examination information to diagnose medical condition of patient.",0.0791088384168278,0.0859588540795521,-0.006850015662724307
"analyze research data to determine its significance, using computers.",0.0354590075210421,0.0633046733245963,-0.0278456658035542
analyze statistical data and reports to identify and determine causes of personnel problems and develop recommendations for improvement of organization's personnel policies and practices.,0.0026957140220675,0.002434795127869,0.0002609188941984997
analyze system performance or operational requirements.,0.1192335048222176,0.0989797149807651,0.0202537898414525
analyze target companies or investment opportunities to inform investment decisions.,0.0571284010061234,0.0807716818506136,-0.023643280844490203
analyze technology trends to identify markets for future product development or to improve sales of existing products.,0.0050803841185118,0.0015879098660015,0.0034924742525102997
"analyze test data, making computations as necessary, to determine test results.",0.0795235636509921,0.2640164803871959,-0.18449291673620377
analyze test results and develop a treatment plan.,0.0030067579476907,0.0021172131546687,0.000889544793022
"analyze the financial details of past, present, and expected operations to identify development opportunities and areas where improvement is needed.",0.0110939000138932,0.0045520082825378,0.006541891731355399
"analyze the layout, instrumentation, or function of electrical generation or transmission facilities.",0.0170037346007336,0.0055047542021388,0.011498980398594802
analyze training needs to develop new training programs or modify and improve existing programs.,0.0069466476722509,0.0059281968330725,0.0010184508391784001
"analyze trends in sales prices, construction costs, and rents, to assess property values or determine the accuracy of assessments.",0.0090202738430721,0.0046578689402713,0.0043624049028008005
analyze user needs and recommend appropriate hardware.,0.0102644495455648,0.009421598538276,0.0008428510072888001
analyze user needs and software requirements to determine feasibility of design within time and cost constraints.,0.7673453645123764,1.0358465359216968,-0.2685011714093204
"analyze, interpret, or create graphical representations of energy data, using engineering software.",0.0273718654548395,0.0230776233858896,0.0042942420689499015
"analyze, interpret, or disseminate system performance data.",0.0524627421217757,0.0739965997556736,-0.021533857633897903
answer applicants' questions about benefits and claim procedures.,0.0135822514188787,0.0087864345918754,0.004795816827003299
answer clients' questions about the purposes and details of financial plans and strategies.,0.0219804374107044,0.0080454099877413,0.0139350274229631
"answer clients' questions regarding construction work, financing, maintenance, repairs, and appraisals.",0.0026957140220675,0.0065633607794731,-0.0038676467574056
"answer customer inquiries or explain cost, availability, policies, and procedures of facilities.",0.010575493471188,0.0062457788062728,0.0043297146649152
answer customers' questions about merchandise and advise customers on merchandise selection.,0.022913569187574,0.0341929924479006,-0.011279423260326597
"answer customers' questions about products, prices, availability, or credit terms.",0.2532934367658067,0.1886436920809876,0.06464974468481907
"answer customers' questions about products, prices, availability, product uses, and credit terms.",0.1396587226048062,0.1043786085251704,0.035280114079635785
"answer customers' questions, and explain available services such as deposit accounts, bonds, and securities.",0.0059098345868403,0.00338754104747,0.0025222935393703003
"answer customers' questions, and provide information on procedures or policies.",0.4930046221127347,0.2237894304484892,0.2692151916642455
"answer incoming calls, greeting callers, providing information, transferring calls or taking messages as necessary.",0.0043546149587244,0.0249831152250915,-0.020628500266367103
"answer inquiries from current or prospective customers regarding methods, materials, or price ranges.",0.0390878533199791,0.0236069266745568,0.015480926645422298
answer inquiries from the public concerning animal control operations.,0.0074650542149562,0.0027523771010694,0.0047126771138867995
"answer inquiries pertaining to hotel policies and services, and resolve occupants' complaints.",0.0027993953306085,0.0167259839218833,-0.013926588591274798
"answer inquiries regarding information such as schedules, accommodations, procedures, and policies.",0.0623124664331763,0.0314406153468312,0.030871851086345097
"answer passengers' questions about flights, aircraft, weather, travel routes and services, arrival times, or schedules.",0.0027993953306085,0.0039168443361372,-0.0011174490055286999
answer questions about product features and benefits.,0.0419909299591288,0.0339812711324338,0.008009658826695
answer questions about records or files.,0.0069466476722509,0.0038109836784037,0.0031356639938472
answer questions from the public and media.,0.0025920327135264,0.014502910109481,-0.0119108773959546
"answer questions or provide advice to the public regarding licensing policies, procedures, or regulations.",0.0127528009505502,0.0032816803897365,0.009471120560813699
"answer questions regarding examinations, eligibility, salaries, benefits, and other pertinent information.",0.0067392850551688,0.0023289344701356,0.0044103505850332
answer questions regarding the store and its merchandise.,0.0061171972039224,0.002434795127869,0.0036824020760534
answer telephone calls and respond to inquiries or transfer calls.,0.005287746735594,0.0153497953713486,-0.0100620486357546
"answer telephones and give information to callers, take messages, or transfer calls to appropriate individuals.",0.0341111505100083,0.0644691405596641,-0.0303579900496558
"answer telephones, and route calls or deliver messages.",0.0039398897245602,0.009421598538276,-0.0054817088137158
"answer telephones, direct calls, and take messages.",0.0100570869284827,0.0341929924479006,-0.024135905519417897
"answer telephones, responding to questions or requests.",0.0449976879068195,0.0354633203407019,0.009534367566117606
answer user inquiries regarding computer software or hardware operation to resolve problems.,0.0128564822590912,0.012809139585746,4.734267334520134e-05
apply customer feedback to service improvement efforts.,0.0015552196281158,0.0155615166868154,-0.0140062970586996
"apply mathematical or statistical techniques to address practical issues in finance, such as derivative valuation, securities trading, risk management, or financial market regulation.",0.0276829093804627,0.0069868034104069,0.020696105970055802
"apply relevant laws, regulations, policies, or precedents to reach conclusions.",0.0104718121626469,0.0045520082825378,0.0059198038801091
"apply story development, directing, cinematography, and editing to animation to create storyboards that show the flow of the animation and map out key scenes and characters.",0.0039398897245602,0.0030699590742697,0.0008699306502905004
"appraise property values, assessing income potential when relevant.",0.012338075716386,0.0061399181485394,0.0061981575678466
"appraise, evaluate, and inventory real property and equipment, recording information such as the description, value, and location of property.",0.007050328980792,0.0037051230206703,0.0033452059601217004
"arrange conference, meeting, or travel reservations for office personnel.",0.0157595588982409,0.0071985247258738,0.008561034172367102
"arrange financing of deals from sources such as financial institutions, agencies, or public or private companies.",0.0016589009366569,0.0026465164433359,-0.0009876155066789998
arrange for advertising or posting of job vacancies and notify eligible workers of position availability.,0.019492086005719,0.0058223361753391,0.0136697498303799
"arrange for debt repayment or establish repayment schedules, based on customers' financial situations.",0.001866263553739,0.0041285656516041,-0.0022623020978651005
arrange merchandise and sales promotion displays or issue sales promotion materials to customers.,0.0048730215014297,0.002434795127869,0.0024382263735606997
"arrange tours, taxis, or restaurant reservations for customers.",0.0016589009366569,0.0027523771010694,-0.0010934761644125
"ask questions in accordance with instructions to obtain various specified information, such as person's name, address, age, religious preference, or state of residency.",0.0095386803857774,0.0172552872105505,-0.007716606824773098
ask questions that will help clients identify their feelings and behaviors.,0.0096423616943184,0.0116446723506782,-0.0020023106563598
"assemble and compile documents for loan closings, such as title abstracts, insurance forms, loan forms, and tax receipts.",0.0021773074793622,0.0029640984165362,-0.0007867909371740002
"assemble, maintain, or distribute information for library or record systems.",0.001762582245198,0.0023289344701356,-0.0005663522249376
"assess clients' overall financial situation by reviewing income, assets, debts, expenses, credit reports, or other financial information.",0.0077760981405794,0.0057164755176056,0.0020596226229738
assess companies as investments for clients by examining company facilities.,0.0019699448622801,0.0028582377588028,-0.0008882928965227
"assess cost effectiveness of products, projects or services, tracking actual costs relative to bids as the project develops.",0.0060135158953814,0.001693770523735,0.004319745371646399
"assess current or future customer needs and priorities through communicating directly with customers, conducting surveys, or other methods.",0.0024883514049854,0.0135501641898801,-0.011061812784894699
"assess nutritional needs, diet restrictions and current health plans to develop and implement dietary-care plans and provide nutritional counseling.",0.033592743967303,0.0061399181485394,0.027452825818763602
assess patients for risk of suicide attempts.,0.0067392850551688,0.0044461476248044,0.0022931374303644
"assess project feasibility by analyzing technology, resource needs, and market demand.",0.012441757024927,0.0042344263093375,0.0082073307155895
assess risks to mitigate potential consequences of incidents and develop a plan to respond to incidents.,0.0162779654409462,0.0201135249693533,-0.003835559528407098
assess the nature and level of threats so that the scope of the problem can be determined.,0.0087092299174489,0.0346164350788344,-0.025907205161385498
assess the usefulness of pre-developed application packages and adapt them to a user environment.,0.3527238116566821,0.2168026270380823,0.13592118461859978
"assess training needs through surveys, interviews with employees, focus groups, or consultation with managers, instructors, or customer representatives.",0.0025920327135264,0.0063516394640063,-0.0037596067504798996
assign or schedule tasks to meet work priorities and goals.,0.0024883514049854,0.0029640984165362,-0.00047574701155080014
assist customers by providing information and resolving their complaints.,0.0235356570388203,0.0268886070642934,-0.0033529500254730997
assist in laying out material for publication.,0.0101607682370237,0.0039168443361372,0.0062439239008865
assist patients in organizing their health care system activities.,0.0021773074793622,0.0044461476248044,-0.0022688401454422
assist students who need extra help with their coursework outside of class.,1.2004221902883794,0.2173319303267495,0.9830902599616299
"attend sales or trade meetings or read related publications to obtain information about market conditions, business trends, environmental regulations, or industry developments.",0.0072576915978741,0.0070926640681403,0.0001650275297338001
"attend to the needs of the bereaved, such as by offering comfort, counseling, or after care programs.",0.0101607682370237,0.0065633607794731,0.0035974074575506002
back up network data.,0.003525164490396,0.0020113524969353,0.0015138119934607003
"book transportation and hotel reservations, using computer terminal or telephone.",0.0016589009366569,0.006034057490806,-0.0043751565541491
"break systems into their component parts, assign numerical values to each component, and examine the mathematical relationships between them.",0.0316227991050229,0.0200076643116199,0.011615134793402999
build and update digital databases.,0.0060135158953814,0.007727828014541,-0.0017143121191596005
calculate amount of debt and funds available to plan methods of payoff and to estimate time for debt liquidation.,0.0257129645181825,0.001693770523735,0.0240191939944475
"calculate amounts of required materials and estimate costs, based on surface measurements or work orders.",0.005391428044135,0.005081311571205,0.0003101164729299999
"calculate figures, such as required amounts of labor or materials, manufacturing costs, or wages, using pricing schedules, adding machines, calculators, or computers.",0.0150337897384535,0.0015879098660015,0.013445879872452
"calculate test result values, using standard formulas.",0.0041472523416423,0.0023289344701356,0.0018183178715067
calibrate data collection equipment.,0.0041472523416423,0.002434795127869,0.0017124572137733
calibrate testing instruments and installed or repaired equipment to prescribed specifications.,0.0044582962672655,0.0022230738124022,0.0022352224548633
calibrate testing instruments.,0.0026957140220675,0.0017996311814684,0.0008960828405990997
"calibrate, troubleshoot, or repair equipment and correct malfunctions as needed.",0.0263350523694289,0.0031758197320031,0.023159232637425798
"calibrate, validate, or maintain laboratory equipment.",0.001762582245198,0.001693770523735,6.881172146300002e-05
"call on policyholders to deliver and explain policy, to analyze insurance program and suggest additions or changes, or to change beneficiaries.",0.0031104392562317,0.0041285656516041,-0.0010181263953724005
call on prospective customers to explain company services or to solicit new business.,0.001762582245198,0.0628812306936625,-0.0611186484484645
"care for children or elderly persons by overseeing their activities, providing companionship, and assisting them with dressing, bathing, eating, and other needs.",0.0048730215014297,0.0041285656516041,0.0007444558498255994
"check completed work for spelling, grammar, punctuation, and format.",0.0135822514188787,0.0052930328866719,0.008289218532206799
"check data input or verify totals on forms prepared by others to detect errors in arithmetic, data entry, or procedures.",0.0040435710331012,0.0030699590742697,0.0009736119588315
check dimensions of materials to be used and assign numbers to the materials.,0.0026957140220675,0.0045520082825378,-0.0018562942604703004
check import or export documentation to determine cargo contents and use tariff coding system to classify goods according to fee or tariff group.,0.0034214831818549,0.0030699590742697,0.00035152410758520006
"check reference materials, such as books, news files, or public records, to obtain relevant facts.",0.0444792813641142,0.0173611478682839,0.0271181334958303
"choose subject matter and suitable form to express personal feelings and experiences or ideas, or to narrate stories or events.",0.0082945046832847,0.0051871722289384,0.003107332454346301
classify and catalog items according to content and purpose.,0.0131675261847144,0.0817244277702146,-0.06855690158550021
"classify, record, and summarize numerical and financial data to compile and keep financial records, using journals and ledgers or computers.",0.0293418103171196,0.0675390996339338,-0.038197289316814195
"code, classify, and catalog books, publications, films, audio-visual aids, and other library materials based on subject matter or standard library classification systems.",0.001762582245198,0.0034934017052034,-0.0017308194600054
"code, evaluate, or interpret collected study data.",0.0633492795185869,0.5670955434780307,-0.5037462639594438
collaborate with artists to achieve appropriate visual style.,0.0029030766391496,0.0025406557856025,0.0003624208535471002
"collaborate with colleagues to exchange information, such as selling strategies or marketing information.",0.0016589009366569,0.0064575001217397,-0.0047985991850827995
collaborate with engineers or software developers to select appropriate design solutions or ensure the compatibility of system components.,0.0023846700964443,0.0028582377588028,-0.00047356766235850034
collaborate with management or users to develop e-commerce strategies and to integrate these strategies with web sites.,0.0183515916117674,0.0105860657733438,0.0077655258384236
"collaborate with sales teams to understand customer requirements, to promote the sale of company products, and to provide sales support.",0.001866263553739,0.0212779922044211,-0.0194117286506821
collaborate with search engine shopping specialists to place marketing content in desired online locations.,0.0207362617082117,0.0284765169302949,-0.0077402552220832005
collaborate with senior managers and decision makers to identify and solve a variety of problems and to clarify management objectives.,0.0145153831957482,0.0025406557856025,0.0119747274101457
"collaborate with system architects, software architects, design analysts, and others to understand business or industry requirements.",0.0584762580171571,0.0346164350788344,0.0238598229383227
"collaborate with web, multimedia, or art design staffs to create multimedia web sites or other internet content that conforms to brand and company visual format.",0.0240540635815256,0.0298527054808296,-0.0057986418993039995
"collect and analyze data on customer demographics, preferences, needs, and buying habits to identify potential markets and factors affecting product demand.",0.0492486215570029,0.1594261505465586,-0.11017752898955568
"collect and analyze data to detect deficient controls, duplicated effort, extravagance, fraud, or non-compliance with laws, regulations, and management policies.",0.0031104392562317,0.00338754104747,-0.0002771017912383002
"collect and analyze data to evaluate the effectiveness of academic programs and other services, such as behavioral management systems.",0.0186626355373905,0.0164084019486829,0.0022542335887076013
"collect and analyze data, such as studying old records, tallying the number of outpatients entering each day or week, or participating in federal, state, or local population surveys as a census enumerator.",0.0169000532921925,0.140477092812273,-0.12357703952008049
collect and analyze relevant data to identify real estate market trends.,0.0031104392562317,0.0040227049938706,-0.0009122657376388998
"collect and analyze security data to determine security needs, security program goals, or program accomplishments.",0.0095386803857774,0.0754786489639417,-0.0659399685781643
"collect and analyze survey data, regulatory information, and data on demographic and employment trends to forecast enrollment patterns and curriculum change needs.",0.0040435710331012,0.0020113524969353,0.0020322185361659
"collect and analyze survey data, regulatory information, and demographic and employment trends to forecast enrollment patterns and the need for curriculum changes.",0.0024883514049854,0.0028582377588028,-0.0003698863538174001
"collect and analyze web metrics, such as visits, time on site, page views per visit, transaction volume and revenue, traffic mix, click-through rates, conversion rates, cost per acquisition, or cost per click.",0.003525164490396,0.0079395493300078,-0.004414384839611799
"collect business intelligence data from available industry reports, public information, field reports, or purchased sources.",0.0875070244086536,0.3133475468909784,-0.22584052248232478
"collect data about existing client hardware, software, networking, or key business processes to inform implementation of radio frequency identification device (rfid) technology.",0.0020736261708211,0.0028582377588028,-0.0007846115879817
"collect data about the attitudes, values, and behaviors of people in groups, using observation, interviews, and review of documents.",0.0037325271074781,0.0376863941531041,-0.033953867045625995
"collect data relating to commercial or residential development, population, or power system interconnection to determine operating efficiency of electrical systems.",0.003525164490396,0.0031758197320031,0.00034934475839290026
collect data through surveys or experimentation.,0.0234319757302792,0.024136229963224,-0.0007042542329448002
"collect information about clients through interviews, observation, or tests.",0.0162779654409462,0.0163025412909495,-2.4575850003299288e-05
"collect information about individuals or clients, using interviews, case histories, observational techniques, and other assessment methods.",0.0055987906612171,0.0061399181485394,-0.0005411274873222995
collect or compile nanotechnology research or engineering data.,0.0021773074793622,0.0030699590742697,-0.0008926515949075
"collect samples of materials or products, checking them to ensure conformance to specifications or sending them to laboratories for analysis.",0.0205288990911296,0.0833123376362162,-0.06278343854508661
"collect, record, and maintain patient information, such as medical histories, reports, and examination results.",0.0076724168320383,0.0288999595612287,-0.021227542729190398
"collect, record, and maintain patient information, such as medical history, reports, and examination results.",0.0043546149587244,0.0209604102312208,-0.0166057952724964
"collect, synthesize, analyze, manage, and report environmental data, such as pollution emission measurements, atmospheric monitoring measurements, meteorological or mineralogical information, or soil or water samples.",0.0060135158953814,0.0140794674785473,-0.008065951583165901
"communicate client assessment findings and recommendations in oral, written, audio, video, or other forms.",0.0059098345868403,0.005081311571205,0.0008285230156353006
"communicate research or project results to other professionals or the public or teach related courses, seminars, or workshops.",0.0623124664331763,0.006034057490806,0.056278408942370295
"communicate test results or technical information to patients, physicians, family members, or researchers.",0.0025920327135264,0.001693770523735,0.0008982621897914
"communicate to faculty, students, or other users availability of, or changes to, distance learning courses or materials, programs, services, or applications.",0.0025920327135264,0.0017996311814684,0.000792401532058
"communicate with clients to build rapport, acknowledge their progress, or reflect upon their reactions to musical experiences.",0.001762582245198,0.0059281968330725,-0.0041656145878745
"communicate with customers, employees, and other individuals to answer questions, disseminate or explain information, take orders, and address complaints.",0.0058061532782992,0.0140794674785473,-0.0082733142002481
"communicate with customers, sales staff, or marketing staff to determine customer needs.",0.001762582245198,0.0020113524969353,-0.0002487702517372998
"communicate with dispatchers by radio, telephone, or computer to exchange information and receive requests for passenger service.",0.001762582245198,0.0015879098660015,0.0001746723791965
compare instrument pitches with tuning tool pitches to tune instruments.,0.001866263553739,0.0023289344701356,-0.0004626709163966002
"compare prices, specifications, and delivery dates to determine the best bid among potential suppliers.",0.0026957140220675,0.0023289344701356,0.0003667795519318997
compile and analyze data obtained from monitoring or diagnostic tests.,0.0207362617082117,0.1829272165633819,-0.1621909548551702
compile and evaluate hydrologic information to prepare navigational charts and maps and to predict atmospheric conditions.,0.0026957140220675,0.0026465164433359,4.9197578731599925e-05
compile and format image data to increase its usefulness.,0.0269571402206752,0.0889229524960884,-0.0619658122754132
compile and interpret results of tests and analyses.,0.0298602168598249,0.1104126660159764,-0.08055244915615149
compile and maintain patients' medical records to document condition and treatment and to provide data for research or cost control and care improvement efforts.,0.0086055486089078,0.0131267215589463,-0.0045211729500385
compile and prepare reports and documents pertaining to personnel activities.,0.0025920327135264,0.0015879098660015,0.0010041228475249
